X,Y,FID,ID,Name,EmplRange,NAICSCode,NAICSSecto,NAICSDescr,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,PostalCode,BuildingNo,UnitNo,Modified,ChArea,Ward,BIA
-79.620491955899,43.5774426830124,2113,7671,Peter W Scheufler- Obsterics and Gynecology,1 to 4,621110,Health Care,Offices of Physicians,905-896-1244,905-896-1290, , , ,165,Dundas St W,L5B 2N6, ,500,2019/09/19 00:00:00+00,DT Cooksville,7,CK
-79.620491955899,43.5774426830124,2114,7673,Newcomers Centre of Peel,100 to 299,813310,Other Services,Social Advocacy Organizations,905-306-0577,905-306-0745, ,info@ncpeel.ca,www.ncpeel.ca,165,Dundas St W,L5B 2N6, ,116&200,2022/07/19 00:00:00+00,DT Cooksville,7,CK
-79.620491955899,43.5774426830124,2115,7675,Ocampo's Accounting Services,1 to 4,541212,Professional,Offices of  Accountants,905-268-0064, , ,info@ocamposaccounting.com,www.ocamposaccounting.com,165,Dundas St W,L5B 2N6, ,802,2019/09/19 00:00:00+00,DT Cooksville,7,CK
-79.6225722241146,43.6331996856202,2116,7676,"Masters Foundation, The",1 to 4,813910,Other Services,Business Associations,905-602-1350, , ,info@mastersfoundation.org,www.mastersfoundation.org,1260,Eglinton Ave E,L4W 1K8, ,4,2018/12/30 00:00:00+00,Northeast EA (West),3, 
-79.6367652949222,43.5912895357375,2117,7683,United Way Of Peel Region,20 to 49,813210,Other Services,Grant-Making and Giving Services,905-602-3650,905-602-3651, ,info@unitedwaypeel.org,www.unitedwaypeel.org,90,Burnhamthorpe Rd W,L5B 3C3, ,408,2019/06/07 00:00:00+00,DT Core,7, 
-79.620491955899,43.5774426830124,2118,7684,"Dr. Reena Eapen - John, M.D.",1 to 4,621110,Health Care,Offices of Physicians,905-803-0078, , , , ,165,Dundas St W,L5B 2N6, ,604,2017/11/08 00:00:00+00,DT Cooksville,7,CK
-79.620491955899,43.5774426830124,2119,7686,Bernie's Driving School,1 to 4,611690,Educational,All Other Schools and Instruction,905-281-2949, , , , ,165,Dundas St W,L5B 2N6, ,606,2017/11/08 00:00:00+00,DT Cooksville,7,CK
-79.620491955899,43.5774426830124,2120,7692,Platinum PC,1 to 4,443144,Retail,Computer and software stores,905-306-9487,905-306-9909, ,info@platinumpc.ca,www.platinumpc.ca,165,Dundas St W,L5B 2N6, ,109,2019/09/19 00:00:00+00,DT Cooksville,7,CK
-79.582374705629,43.5595748346724,2121,7694,My Health Care Centre,10 to 19,621340,Health Care,"Offices of Physical, Occupational, and Speech Therapists and Audiologists",905-593-3000, , ,info@myhealth.ca,www.myhealth.ca,137,Queen St E,L5G 1N1, , ,2019/09/19 00:00:00+00,Port Credit NHD (East),1, 
-79.620491955899,43.5774426830124,2122,7697,Anderson College,50 to 99,611690,Educational,All Other Schools and Instruction,905-273-6656,905-273-6373, , ,www.andersoncollege.com,165,Dundas St W,L5B 2N6, ,"300, 602",2022/07/19 00:00:00+00,DT Cooksville,7,CK
-79.6174968031928,43.5799691645405,2123,7702,Seung Joo Ji CA,N/A,541212,Professional,Offices of  Accountants,905-804-8228, , , , ,19,Dundas St W,L5B 1H2, ,202,2021/06/18 00:00:00+00,DT Cooksville,7,CK
-79.6174968031928,43.5799691645405,2124,7706,"Frank Jaksa,  Barrister & Solicitor",1 to 4,541110,Professional,Offices of Lawyers,905-804-8888,905-804-8003, ,fjaksa@jaksalaw.ca, ,19,Dundas St W,L5B 1H2, ,204,2022/06/14 00:00:00+00,DT Cooksville,7,CK
-79.6622711357572,43.5393602925333,2125,7711,Pierre Jewellers & Voula's Antiques,1 to 4,448310,Retail,Jewellery Stores,905-855-1883,905-855-1883, , , ,1900,Dundas St W,L5K 1P9,Bldg B,B2,2018/12/04 00:00:00+00,Sheridan NHD,8, 
-79.6622711357572,43.5393602925333,2126,7712,Rogues Ristorante,20 to 49,722511,Accommodation,Full-service restaurants,905-822-2670, , ,roguesrestaurant@rogers.com,www.roguesrestaurant.com,1900,Dundas St W,L5K 1P9,Bldg A,43,2019/09/19 00:00:00+00,Sheridan NHD,8, 
-79.6622711357572,43.5393602925333,2127,7713,Enza Unique,1 to 4,448120,Retail,Women's Clothing Stores,905-822-8551, , , , ,1900,Dundas St W,L5K 1P9,Bldg B,B3,2022/05/31 00:00:00+00,Sheridan NHD,8, 
-79.6622711357572,43.5393602925333,2128,7714,Erin Mills Pump & Patio,50 to 99,722511,Accommodation,Full-service restaurants,905-916-7867,905-916-7867, ,info@theerinmillspump.com,www.theerinmillspump.com,1900,Dundas St W,L5K 1P9,Bldg E,E1,2022/05/31 00:00:00+00,Sheridan NHD,8, 
-79.6622711357572,43.5393602925333,2129,7718,Physio Therapeutic Massage,5 to 9,621390,Health Care,Offices of All Other Health Practitioners,905-855-7075, , ,Physio_tmr@hotmail.com,www.physiopherapeutic.ca,1900,Dundas St W,L5K 1P9, ,25,2022/05/31 00:00:00+00,Sheridan NHD,8, 
-79.6622711357572,43.5393602925333,2130,7723,Flavio's House of Hair Design,20 to 49,812116,Other Services,Unisex Hair Salons,905-822-2690, , , , ,1900,Dundas St W,L5K 1P9, ,D3,2022/05/31 00:00:00+00,Sheridan NHD,8, 
-79.6622711357572,43.5393602925333,2131,7725,Reflections of Aniko Inc.,1 to 4,448120,Retail,Women's Clothing Stores,905-822-5790, , , , ,1900,Dundas St W,L5K 1P9,Bldg A,A2,2019/09/19 00:00:00+00,Sheridan NHD,8, 
-79.6622711357572,43.5393602925333,2132,7726,Intimo Notte Lingerie,N/A,448199,Retail,All Other Clothing Stores,905-855-2766, , , ,www.intimonotte.ca,1900,Dundas St W,L5K 1P9,Bldg E,B1,2022/05/31 00:00:00+00,Sheridan NHD,8, 
-79.6622711357572,43.5393602925333,2133,7728,Paul Toor Dentistry Prof. Corp.,10 to 19,621210,Health Care,Offices of Dentists,905-403-0444, , ,mo@toordentistry.com,www.toordentistry.com,1900,Dundas St W,L5K 1P9,Bldg C,27,2022/05/31 00:00:00+00,Sheridan NHD,8, 
-79.6622711357572,43.5393602925333,2134,7729,The Apricot Tree Cafe,10 to 19,722511,Accommodation,Full-service restaurants,905-855-1470, , ,info@apricottreecafe.com,www.apricottreecafe.com,1900,Dundas St W,L5K 1P9,Bldg C,10&19,2021/07/07 00:00:00+00,Sheridan NHD,8, 
-79.6622711357572,43.5393602925333,2135,7738,Steinway Piano Gallery,1 to 4,453999,Retail,All Other Miscellaneous Store Retailers (except Beer and Wine-Making Supplies Stores),905-822-9000,905-822-9081,1-855-822-9005,Boga.zhang@steinwaytoronto.ca,www.steinwaytoronto.ca,1900,Dundas St W,L5K 1P9,Bldg A,A29,2022/05/31 00:00:00+00,Sheridan NHD,8, 
-79.663545206876,43.5384920508057,2136,7744,Buy N Cell,1 to 4,443143,Retail,"Appliance, television and other electronics stores  ",416-840-7005, , ,info@buyncell.ca,www.buyncell.ca,1960,Dundas St W,L5K 2R9, ,10,2022/05/31 00:00:00+00,Sheridan NHD,8, 
-79.663545206876,43.5384920508057,2137,7746,Sherwood Barber Shop,1 to 4,812114,Other Services,Barber Shops,905-822-4096, , , , ,1960,Dundas St W,L5K 2R9, ,6,2022/05/31 00:00:00+00,Sheridan NHD,8, 
-79.663545206876,43.5384920508057,2138,7747,Align Orthotics,5 to 9,446199,Retail,All Other Health and Personal Care Stores,905-823-0111, , ,info@getaligned.com,www.getaligned.com,1960,Dundas St W,L5K 2R9, ,12,2022/05/31 00:00:00+00,Sheridan NHD,8, 
-79.663545206876,43.5384920508057,2139,7748,Sherwood Forrest Dental,1 to 4,621210,Health Care,Offices of Dentists,905-855-0076, , ,ksdental@gmx.com, ,1960,Dundas St W,L5K 2R9, ,4,2021/07/28 00:00:00+00,Sheridan NHD,8, 
-79.6645481269555,43.5390870605729,2140,7753,Fire Station 107,20 to 49,913140,Public Administration,Municipal Fire-Fighting Services,905-828-2937, , , ,www.mississauga.ca/portal/residents/fire,1965,Dundas St W,L5K 1R2, , ,2022/08/29 00:00:00+00,Erin Mills NHD,8, 
-79.6650083006466,43.5386840269796,2141,7754,Turner & Porter Neweduk Erin Mills Chapel,20 to 49,812210,Other Services,Funeral Homes,905-828-8000,905-828-5827,1-888-828-8094,newedukchapel@turnerporter.ca,www.turnerporter.ca,1981,Dundas St W,L5K 1R2, , ,2021/07/28 00:00:00+00,Erin Mills NHD,8, 
-79.6162746742275,43.5795637570241,2142,7755,Royal Bank of Canada,20 to 49,522111,Finance,Personal and Commercial Banking Industry,905-897-8186,905-897-8222,1-800-769-2511,Steven.noussis@rbc.com,www.royalbank.com,2,Dundas St W,L5B 1H3, , ,2022/06/03 00:00:00+00,DT Cooksville,7,CK
-79.6671724984114,43.5391836790917,2143,7758,Erindale Secondary School,100 to 299,611110,Educational,Elementary and Secondary Schools,905-828-7206,905-828-0975, , ,www.peel.edu.on.ca/~erindale,2021,Dundas St W,L5K 1R2, , ,2022/05/11 00:00:00+00,Erin Mills NHD,8, 
-79.6686712229556,43.535691496896,2144,7761,Nabalis Tire and Auto Centre,1 to 4,811111,Other Services,General Automotive Repair,905-820-9995,905-820-7118, ,Jamalkhalid@hotmail.com,www.tirecraft.com,2125,Dundas St W,L5K 2E2,Bldg A,B,2022/05/24 00:00:00+00,Erin Mills NHD,8, 
-79.669167382027,43.5353672344808,2145,7763,S M K Speedy International Inc.,5 to 9,811111,Other Services,General Automotive Repair,905-828-2351, , ,erinmills@speedy.com,www.speedy.com,2145,Dundas St W,L5K 2E2, , ,2022/05/24 00:00:00+00,Erin Mills NHD,8, 
-79.6686712229556,43.535691496896,2146,7764,Petro Canada,5 to 9,447110,Retail,Gasoline Stations with Convenience Stores,905-828-9475, , , ,www.petro-canada.ca,2125,Dundas St W,L5K 2E2, , ,2022/05/24 00:00:00+00,Erin Mills NHD,8, 
-79.6680074585883,43.5341354426523,2147,7765,Christ Our King Lutheran Church,1 to 4,813110,Other Services,Religious Organizations,905-822-8931, , ,office@christourking.ca,www.christourking.ca,2150,Dundas St W,L5K 1R5, , ,2017/11/08 00:00:00+00,Sheridan NHD,2, 
-79.6695897384578,43.5350842439673,2148,7766,Ethan Allen (Canada) Inc.,10 to 19,442110,Retail,Furniture Stores,905-828-2264,647-484-0779, ,mississauga@ethanallen.ca,www.ethanallen.com,2161,Dundas St W,L5K 2E2, , ,2022/05/24 00:00:00+00,Western Business Park EA,8, 
-79.6728003387956,43.5321416219988,2149,7770,Automall Clearance Center Ltd.,1 to 4,441120,Retail,Used Car Dealers,905-828-8222, ,1-877-593-4070, ,www.automallclearancecenter.com,2273,Dundas St W,L5K 2L8, ,1,2022/05/19 00:00:00+00,Western Business Park EA,8, 
-79.6728003387956,43.5321416219988,2150,7771,La Vita Salon & Spa Inc.,1 to 4,812115,Other Services,Beauty Salons,905-828-4220, , ,"Lavitamississauga@gmail.com, 4you@lavitasalonandspa.com",www.lavitasalonandspa.com,2273,Dundas St W,L5K 2L8, ,3,2022/05/19 00:00:00+00,Western Business Park EA,8, 
-79.6728003387956,43.5321416219988,2151,7772,Reliable Parts Ltd.,1 to 4,443143,Retail,"Appliance, television and other electronics stores  ",905-569-8333,905-569-8008,1-800-941-9217,Daniel.hicken@reliableparts.com,www.reliableparts.ca,2273,Dundas St W,L5K 2L8, ,12,2022/05/19 00:00:00+00,Western Business Park EA,8, 
-79.6728003387956,43.5321416219988,2152,7773,D O T Furniture Ltd.,5 to 9,442110,Retail,Furniture Stores,905-569-0066, , ,Dotmiss@got-furniture.com,www.dot-furniture.com,2273,Dundas St W,L5K 2L8, ,14&15,2021/07/22 00:00:00+00,Western Business Park EA,8, 
-79.6728003387956,43.5321416219988,2153,7774,Canada Post Mississauga Depot 3,50 to 99,491110,Transportation,Postal Service,905-828-2342, , , ,www.canadapost.ca,2273,Dundas St W,L5K 2L8, ,18,2022/05/19 00:00:00+00,Western Business Park EA,8, 
-79.6728003387956,43.5321416219988,2154,7775,Pizza Pizza,1 to 4,722512,Accommodation,Limited-service eating places,905-828-5543, , ,Adunga067@pizzapizza.ca,www.pizzapizza.ca,2273,Dundas St W,L5K 2L8, ,16,2022/05/19 00:00:00+00,Western Business Park EA,8, 
-79.6728003387956,43.5321416219988,2155,7776,Trek Bicycle Store,10 to 19,339920,Manufacturing,Sporting and Athletic Goods Manufacturing,905-997-8735, , ,trekbikes@rogers.com,www.trekbikesmississauga.com,2273,Dundas St W,L5K 2L8, ,13,2022/05/19 00:00:00+00,Western Business Park EA,8, 
-79.6728003387956,43.5321416219988,2156,7781,Ontario Carpet Inc.,1 to 4,442210,Retail,Floor Covering Stores,905-828-1355, , ,info@ontariocarpet.net,www.ontariocarpet.net,2273,Dundas St W,L5K 2L8, , ,2022/08/24 00:00:00+00,Western Business Park EA,8, 
-79.6728003387956,43.5321416219988,2157,7782,Nine Clouds Beds,1 to 4,442110,Retail,Furniture Stores,905-607-6862, , ,Wlaidlaw@nineclouds.ca,www.nineclouds.ca,2273,Dundas St W,L5K 2L8, ,2&3,2022/05/19 00:00:00+00,Western Business Park EA,8, 
-79.6728003387956,43.5321416219988,2158,7784,Kid to Kid,5 to 9,453310,Retail,Used Merchandise Stores,905-997-5437, , ,mississauga@kidtokid.ca,www.kidtokid.com,2273,Dundas St W,L5K 2L8, ,19,2021/07/22 00:00:00+00,Western Business Park EA,8, 
-79.6715072992781,43.5314290883445,2159,7786,Midas Muffler & Brake Shop,1 to 4,811111,Other Services,General Automotive Repair,905-822-2323,905-822-2327, ,Dundasmidas@bellnet.ca,www.midas.ca,2292,Dundas St W,L5K 1R5, ,A,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6715072992781,43.5314290883445,2160,7787,Master Mechanic Corp.,1 to 4,811111,Other Services,General Automotive Repair,905-822-2555,905-822-6372, ,erinmills@mastermechanic.ca,www.mastermechanic.ca,2292,Dundas St W,L5K 1R5, ,A,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6728108482406,43.5301901296516,2161,7790,Everest Toronto Services Inc. D.B.A Mr Lube,5 to 9,811199,Other Services,All Other Automotive Repair and Maintenance,905-822-2425, , , ,www.mrlube.com,2346,Dundas St W,L5K 1R7, , ,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6730922707517,43.5297137710183,2162,7791,168 Sushi Japan Buffet,20 to 49,722511,Accommodation,Full-service restaurants,905-823-8818,905-823-8501, ,kevinlin@168sushibuffet.com,www.168sushibuffet.com,2366,Dundas St W,L5K 1R7, , ,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6735301481384,43.5293075207732,2163,7792,Miga Korean Restaurant,20 to 49,722511,Accommodation,Full-service restaurants,905-822-9200,905-822-9600, ,rim8200@gmail.com,www.migabbq.com,2382,Dundas St W,L5K 1R7, , ,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6741656454367,43.5285204109559,2164,7794,Erinwood Dental,10 to 19,621210,Health Care,Offices of Dentists,905-855-7828, , ,office@erinwooddental.com,www.erinwooddental.com,2400,Dundas St W,L5K 2R8,Bldg 2,12,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6741656454367,43.5285204109559,2165,7796,Jenny Craig Weight Loss Centre,1 to 4,812190,Other Services,Other Personal Care Services,905-822-1977,905-822-8717, ,1812@jennycraigcentre.com,www.jennycraig.com,2400,Dundas St W,L5K 2R8,Bldg 2,13&14,2019/09/19 00:00:00+00,Sheridan NHD,2, 
-79.6741656454367,43.5285204109559,2166,7797,Wendy's,20 to 49,722512,Accommodation,Limited-service eating places,905-855-8953, , , ,www.wendys.ca,2400,Dundas St W,L5K 2R8,Bldg 1, ,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6741656454367,43.5285204109559,2167,7798,H T Nails Spa,1 to 4,812115,Other Services,Beauty Salons,905-916-8687, , , ,www.htnailsspa.com,2400,Dundas St W,L5K 2R8,Bldg 2,2,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6741656454367,43.5285204109559,2168,7804,Smart Physiotherapy (Delta),5 to 9,621310,Health Care,Offices of Chiropractors,905-919-3690,905-855-1310, ,smartphysiotherapy1@gmail.com, ,2400,Dundas St W,L5K 2R8,Bldg 2,16,2019/09/19 00:00:00+00,Sheridan NHD,2, 
-79.6741656454367,43.5285204109559,2169,7805,Mary Brown's Chicken & Taters Inc.,5 to 9,722512,Accommodation,Limited-service eating places,905-823-3259, , ,Amandeep.sohal@live.ca, ,2400,Dundas St W,L5K 2R8,Bldg 2,1,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6753898172034,43.5273408885708,2170,7815,Der Brotkorb - The European Bakery Cafi,1 to 4,311811,Manufacturing,Retail Bakeries,905-823-9920, , ,Arthursingh1@hotmail.com, ,2458,Dundas St W,L5K 1R8, ,10,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6753898172034,43.5273408885708,2171,7816,Anthony's Family Hair Salon,1 to 4,812116,Other Services,Unisex Hair Salons,905-822-2150, , ,Dcgg33@live.ca, ,2458,Dundas St W,L5K 1R8, ,7,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6753898172034,43.5273408885708,2172,7817,Shear Beauty,1 to 4,812116,Other Services,Unisex Hair Salons,905-822-0961, , , , ,2458,Dundas St W,L5K 1R8, ,6,2017/11/08 00:00:00+00,Sheridan NHD,2, 
-79.6753898172034,43.5273408885708,2173,7818,Subway,5 to 9,722512,Accommodation,Limited-service eating places,905-822-3664,905-822-3444, , ,www.subway.com,2458,Dundas St W,L5K 1R8, ,1A,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6230083555557,43.5183390033097,2174,7821,Babits Wappel Lawyers,1 to 4,541110,Professional,Offices of Lawyers,905-823-8333,905-823-5024, ,george@babits.ca,www.babits.ca,1715,Lakeshore Rd W,L5J 1J4, ,201,2017/11/08 00:00:00+00,Clarkson Village CN,2,CLV
-79.6753898172034,43.5273408885708,2175,7822,L C B O,20 to 49,445310,Retail,"Beer, Wine and Liquor Stores",905-822-1776,905-822-8401, , ,www.lcbo.ca,2458,Dundas St W,L5K 1R8, ,A,2019/09/19 00:00:00+00,Sheridan NHD,2, 
-79.6753898172034,43.5273408885708,2176,7823,Woodchester I D A Pharmacy,5 to 9,446110,Retail,Pharmacies and Drug Stores,905-822-9500,905-822-9608, ,Info@woodchesterida.com, ,2458,Dundas St W,L5K 1R8, ,13A,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6753898172034,43.5273408885708,2177,7825,Sushi Park,5 to 9,722512,Accommodation,Limited-service eating places,905-855-8842, , ,Codoba90@yahoo.ca,www.sushipark.com,2458,Dundas St W,L5K 1R8, ,15,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6753898172034,43.5273408885708,2178,7827,Dorota's Spa,1 to 4,812115,Other Services,Beauty Salons,905-822-7400, , ,Dorochwor@gmail.com,www.dorotasspa.com,2458,Dundas St W,L5K 1R8, ,3,2022/05/19 00:00:00+00,Sheridan NHD,2, 
-79.6753898172034,43.5273408885708,2179,7830,Woodchester Dental,1 to 4,621210,Health Care,Offices of Dentists,905-916-1792,905-916-1793, ,barbaradentist@gmail.com,www.drbarbarapienczuk.com,2458,Dundas St W,L5K 1R8, ,4&5,2021/05/21 00:00:00+00,Sheridan NHD,2, 
-79.6233746675635,43.5752426490641,2180,7832,Spectrum Rehab Centre,5 to 9,621340,Health Care,"Offices of Physical, Occupational, and Speech Therapists and Audiologists",905-232-2224,905-232-2229, , ,www.spectrumrehabcentre.ca,255,Dundas St W,L5B 3B2, ,6B,2017/11/08 00:00:00+00,Cooksville NHD (West),7, 
-79.6233746675635,43.5752426490641,2181,7833,Kabul Farms,5 to 9,445110,Retail,Supermarkets and Other Grocery (except Convenience) Stores,905-306-1888, , , ,www.kabulfarmssupermarket.com,255,Dundas St W,L5B 3B2, ,3&4,2018/12/30 00:00:00+00,Cooksville NHD (West),7, 
-79.6233746675635,43.5752426490641,2182,7836,Equipped Laundry,1 to 4,812320,Other Services,Dry Cleaning and Laundry Services (except Coin-Operated),905-277-3100, , , , ,255,Dundas St W,L5B 3B2, ,5,2017/11/08 00:00:00+00,Cooksville NHD (West),7, 
-79.6233746675635,43.5752426490641,2183,7837,Kababsaray Shahyad Take Out & Catering,1 to 4,722512,Accommodation,Limited-service eating places,289-521-0403, , , ,www.kababsara-shahyad.com,255,Dundas St W,L5B 3B2, ,7A,2017/11/08 00:00:00+00,Cooksville NHD (West),7, 
-79.6233746675635,43.5752426490641,2184,7838,Al-Omda Restaurant and Lounge,1 to 4,722512,Accommodation,Limited-service eating places,905-232-0112, , ,aalazn@gmail.com, ,255,Dundas St W,L5B 3B2, ,8,2017/11/08 00:00:00+00,Cooksville NHD (West),7, 
-79.6804017372561,43.525787563511,2185,7846,Dormio Organic Beds Inc.,1 to 4,442110,Retail,Furniture Stores,905-608-1135, , ,info@dormio.ca,www.dormio.ca,2575,Dundas St W,L5K 2M6, ,25,2022/08/19 00:00:00+00,Western Business Park EA,8, 
-79.6804017372561,43.525787563511,2186,7850,"M C I Doctor's Office, The",1 to 4,621110,Health Care,Offices of Physicians,905-820-3310,905-820-3312, ,misswest@mcimed.com,www.mcithedoctorsoffice.com,2575,Dundas St W,L5K 2M6, ,15,2018/12/30 00:00:00+00,Western Business Park EA,8, 
-79.6804017372561,43.525787563511,2187,7852,Crescent Hill Gallery of Fine Art,5 to 9,453920,Retail,Art Dealers,905-820-2233, ,1-866-288-6088,info@crescenthill.com,www.crescenthill.com,2575,Dundas St W,L5K 2M6, ,10,2022/05/13 00:00:00+00,Western Business Park EA,8, 
-79.6804017372561,43.525787563511,2188,7855,Hearth Manor Fireplaces,1 to 4,453220,Retail,"Gift, Novelty and Souvenir Stores",905-828-8880, , ,hearthmanor@gmail.com,www.hearthmanor.com,2575,Dundas St W,L5K 2M6, ,8,2021/07/19 00:00:00+00,Western Business Park EA,8, 
-79.6804017372561,43.525787563511,2189,7856,Little Bright Stars Learning Centre,20 to 49,611110,Educational,Elementary and Secondary Schools,905-569-2267, , ,info@littlebrightstars.com,www.littlebrightstars.com,2575,Dundas St W,L5K 2M6, ,18,2022/05/13 00:00:00+00,Western Business Park EA,8, 
-79.6804017372561,43.525787563511,2190,7861,Tubs The Ultimate Bath Store Inc.,5 to 9,442110,Retail,Furniture Stores,905-608-8827,905-608-1515, ,info@tubs.com,www.tubs.com,2575,Dundas St W,L5K 2M6, ,12,2022/05/13 00:00:00+00,Western Business Park EA,8, 
-79.6804017372561,43.525787563511,2191,7862,Quarry Direct Mississauga Inc.,1 to 4,444190,Retail,Other Building Material Dealers,905-820-7300,905-820-7308, ,info@quarrydirect1.com,www.quarrydirect1.com,2575,Dundas St W,L5K 2M6, ,16,2022/05/13 00:00:00+00,Western Business Park EA,8, 
-79.6804017372561,43.525787563511,2192,7864,Sterling House Interiors,5 to 9,442110,Retail,Furniture Stores,905-820-4111,905-820-4445, ,info@sterlinghouse.ca,www.sterlinghouse.ca,2575,Dundas St W,L5K 2M6, ,11,2022/05/13 00:00:00+00,Western Business Park EA,8, 
-79.6820878553821,43.5238733247152,2193,7865,Harveys,20 to 49,722512,Accommodation,Limited-service eating places,905-828-2220, , ,harveys2314@reciepeunlimited.com,www.harveys.ca,2681,Dundas St W,L5K 1R9, , ,2022/05/13 00:00:00+00,Western Business Park EA,8, 
-79.6847693262096,43.5215419747731,2194,7867,Classic Bowl Ltd.,5 to 9,713950,Arts,Bowling Centres,905-607-2695,905-607-2458, ,sousa@classicbowl.com,www.classicbowl.com,3055,Dundas St W,L5L 3R8,Bldg 1,20,2021/06/25 00:00:00+00,Western Business Park EA,8, 
-79.6847693262096,43.5215419747731,2195,7868,Symposium Cafe,20 to 49,722511,Accommodation,Full-service restaurants,905-820-3100, , ,Symposium.Mississaugasouth@symposiumcafe.com,www.symposiumcafe.com,3055,Dundas St W,L5L 3R8,Bldg 1,14&15,2022/05/12 00:00:00+00,Western Business Park EA,8, 
-79.6461622277737,43.6135770001467,2196,8563,Salon Crave,1 to 4,812116,Other Services,Unisex Hair Salons,905-507-3571, , , ,www.saloncrave.com,295,Eglinton Ave E,L4Z 3K6,Bldg 1,12,2022/05/20 00:00:00+00,Hurontario NHD,5, 
-79.6847693262096,43.5215419747731,2197,7871,H & R Block,10 to 19,541213,Professional,Tax Preparation Services,905-828-6953,905-828-9534, ,hrblock.53061@hrblock.ca,www.hrblock.ca,3055,Dundas St W,L5L 3R8,Bldg 1,5,2019/12/12 00:00:00+00,Western Business Park EA,8, 
-79.6847693262096,43.5215419747731,2198,7872,QS Travel and Tours,5 to 9,561510,Administrative,Travel Agencies,905-412-2242,905-412-0144, ,jessy@qstours.com,www.qstours.com,3055,Dundas St W,L5L 3R8,Bldg 1,4,2022/05/12 00:00:00+00,Western Business Park EA,8, 
-79.6847693262096,43.5215419747731,2199,7873,Play It Again Sports,5 to 9,451119,Retail,All other sporting goods stores,905-607-2837,905-607-7104, ,info@playitagainsportsmississauga.com,www.playitagainsportsmississauga.com,3055,Dundas St W,L5L 3R8,Bldg 1,8&9,2022/05/12 00:00:00+00,Western Business Park EA,8, 
-79.6847693262096,43.5215419747731,2200,7874,PostNet,1 to 4,323119,Manufacturing,Other Printing,905-412-3333,905-412-3303, ,on121@postnet.ca,www.postnet.ca/on121,3055,Dundas St W,L5L 3R8,Bldg 1,3,2021/07/16 00:00:00+00,Western Business Park EA,8, 
-79.6847693262096,43.5215419747731,2201,7875,J J Q's Billiards and Sports Bar,10 to 19,722410,Accommodation,Drinking Places (Alcoholic Beverages),905-607-2582, , ,Info@jjqs.ca,www.jjqs.ca,3055,Dundas St W,L5L 3R8,Bldg 1,1,2021/07/16 00:00:00+00,Western Business Park EA,8, 
-79.6847693262096,43.5215419747731,2202,7878,Allstate Insurance Co. of Canada,10 to 19,524210,Finance,Insurance Agencies and Brokerages,905-569-2118,905-828-6762,1-866-896-3195,mississaugasouthagency@allstate.ca,www.allstate.ca,3105,Dundas St W,L5L 3R8,Bldg 2,103,2018/12/30 00:00:00+00,Western Business Park EA,8, 
-79.6847693262096,43.5215419747731,2203,7879,docwellness.com inc.,1 to 4,621310,Health Care,Offices of Chiropractors,905-820-4620, , ,dr.pat.hewitt@gmail.com,www.docwellness.com,3105,Dundas St W,L5L 3R8, ,201,2021/06/02 00:00:00+00,Western Business Park EA,8, 
-79.6847693262096,43.5215419747731,2204,7881,Mandarin,100 to 299,722511,Accommodation,Full-service restaurants,905-569-7000,905-569-7005, , ,www.mandarinrestaurant.com,3105,Dundas St W,L5L 3R8,Bldg 2,100,2022/05/12 00:00:00+00,Western Business Park EA,8, 
-79.6847693262096,43.5215419747731,2205,7882,C I B C,10 to 19,522111,Finance,Personal and Commercial Banking Industry,905-607-8701,905-607-8857,1-800-465-2422, ,www.cibc.com,3125,Dundas St W,L5L 3R8, , ,2022/05/12 00:00:00+00,Western Business Park EA,8, 
-79.6847693262096,43.5215419747731,2206,7883,Starsky Fine Foods,100 to 299,445110,Retail,Supermarkets and Other Grocery (except Convenience) Stores,905-363-2000,905-363-2002, ,info@starskycanada.com,www.starskycanada.com,3115,Dundas St W,L5L 3R8,Bldg 3, ,2022/05/12 00:00:00+00,Western Business Park EA,8, 
-79.6870179074517,43.5195295922073,2207,7885,A Smile Horizons Dental Arts,1 to 4,621210,Health Care,Offices of Dentists,905-607-8778,905-607-5364, ,info@smilehorizons.ca, ,3145,Dundas St W,L5L 5V8, ,13,2022/05/11 00:00:00+00,Western Business Park EA,8, 
-79.6870179074517,43.5195295922073,2208,7887,St. Stanislaus - St. Casimir's Polish Parishes Credit Union Ltd.,1 to 4,522130,Finance,Local Credit Unions,905-828-7333,905-828-7751,1-888-558-5506, ,www.polcu.com,3145,Dundas St W,L5L 5V8, ,5,2022/05/11 00:00:00+00,Western Business Park EA,8, 
